timestamp,arbitration_id,id_hex,message_name,ecu,asset,dlc,b0,b1,b2,b3,b4,b5,b6,b7,label,attack_type
0.37963,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,225,1,200,50,0,0,0,0,normal,none
0.39137,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,52,33,100,25,168,15,0,0,normal,none
0.39236,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,136,19,0,0,0,0,0,normal,none
0.3947,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,43,119,0,0,0,0,0,0,normal,none
0.39653,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,207,140,0,0,0,0,0,0,normal,none
0.3996,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,225,1,200,50,0,0,0,0,normal,none
0.41643,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,163,141,0,0,0,0,0,0,normal,none
0.41949,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,23,2,200,50,0,0,0,0,normal,none
0.43638,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,163,141,0,0,0,0,0,0,normal,none
0.43909,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,23,2,200,50,0,0,0,0,normal,none
0.45535,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,66,141,0,0,0,0,0,0,normal,none
0.45982,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,76,2,172,50,0,0,0,0,normal,none
0.47526,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,66,141,0,0,0,0,0,0,normal,none
0.47973,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,76,2,172,50,0,0,0,0,normal,none
0.49191,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,52,33,101,25,163,15,0,0,normal,none
0.49563,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,66,141,0,0,0,0,0,0,normal,none
0.49779,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,141,120,0,0,0,0,0,0,normal,none
0.49947,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,76,2,172,50,0,0,0,0,normal,none
0.51483,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,200,141,0,0,0,0,0,0,normal,none
0.51926,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,130,2,200,50,0,0,0,0,normal,none
0.53513,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,200,141,0,0,0,0,0,0,normal,none
0.53958,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,130,2,200,50,0,0,0,0,normal,none
0.55518,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,141,0,0,0,0,0,0,normal,none
0.5598,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,183,2,136,50,0,0,0,0,normal,none
0.5748,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,141,0,0,0,0,0,0,normal,none
0.58004,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,183,2,136,50,0,0,0,0,normal,none
0.58964,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,52,33,101,25,164,15,0,0,normal,none
0.59471,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,136,19,0,0,0,0,0,normal,none
0.59531,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,141,0,0,0,0,0,0,normal,none
0.6003,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,237,2,200,50,0,0,0,0,normal,none
0.60154,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,207,118,0,0,0,0,0,0,normal,none
0.61399,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,107,142,0,0,0,0,0,0,normal,none
0.62159,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,237,2,200,50,0,0,0,0,normal,none
0.6342,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,107,142,0,0,0,0,0,0,normal,none
0.64134,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,237,2,200,50,0,0,0,0,normal,none
0.65517,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,149,142,0,0,0,0,0,0,normal,none
0.66104,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,35,3,200,50,0,0,0,0,normal,none
0.67603,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,149,142,0,0,0,0,0,0,normal,none
0.68055,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,35,3,200,50,0,0,0,0,normal,none
0.68528,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,51,33,101,25,154,15,0,0,normal,none
0.69627,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,149,142,0,0,0,0,0,0,normal,none
0.70092,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,89,3,200,50,0,0,0,0,normal,none
0.70756,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,30,119,0,0,0,0,0,0,normal,none
0.71608,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,10,142,0,0,0,0,0,0,normal,none
0.7216,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,89,3,200,50,0,0,0,0,normal,none
0.7357,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,10,142,0,0,0,0,0,0,normal,none
0.74153,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,89,3,200,50,0,0,0,0,normal,none
0.75552,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,141,0,0,0,0,0,0,normal,none
0.76102,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,142,3,123,50,0,0,0,0,normal,none
0.77585,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,141,0,0,0,0,0,0,normal,none
0.78053,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,142,3,123,50,0,0,0,0,normal,none
0.78818,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,51,33,101,25,156,15,0,0,normal,none
0.79365,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,139,19,0,0,0,0,0,normal,none
0.79536,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,213,141,0,0,0,0,0,0,normal,none
0.80092,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,196,3,200,50,0,0,0,0,normal,none
0.80268,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,155,121,0,0,0,0,0,0,normal,none
0.81582,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,118,143,0,0,0,0,0,0,normal,none
0.82136,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,196,3,200,50,0,0,0,0,normal,none
0.8371,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,118,143,0,0,0,0,0,0,normal,none
0.84169,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,196,3,200,50,0,0,0,0,normal,none
0.85706,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,8,142,0,0,0,0,0,0,normal,none
0.86129,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,249,3,183,50,0,0,0,0,normal,none
0.87625,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,8,142,0,0,0,0,0,0,normal,none
0.88143,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,249,3,183,50,0,0,0,0,normal,none
0.88628,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,51,33,101,25,158,15,0,0,normal,none
0.89545,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,8,142,0,0,0,0,0,0,normal,none
0.90011,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,0,124,0,0,0,0,0,0,normal,none
0.9015,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,45,4,76,50,0,0,0,0,normal,none
0.91591,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,78,143,0,0,0,0,0,0,normal,none
0.92163,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,45,4,76,50,0,0,0,0,normal,none
0.93588,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,78,143,0,0,0,0,0,0,normal,none
0.94215,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,45,4,76,50,0,0,0,0,normal,none
0.9564,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,143,0,0,0,0,0,0,normal,none
0.96229,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,99,4,200,50,0,0,0,0,normal,none
0.97608,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,143,0,0,0,0,0,0,normal,none
0.9827,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,99,4,200,50,0,0,0,0,normal,none
0.98973,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,51,33,102,25,158,15,0,0,normal,none
0.99275,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,135,19,0,0,0,0,0,normal,none
0.99658,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,85,143,0,0,0,0,0,0,normal,none
1.00221,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,148,122,0,0,0,0,0,0,normal,none
1.00274,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,151,4,100,50,0,0,0,0,normal,none
1.01649,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,50,143,0,0,0,0,0,0,normal,none
1.02291,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,151,4,100,50,0,0,0,0,normal,none
1.03605,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,50,143,0,0,0,0,0,0,normal,none
1.04329,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,151,4,100,50,0,0,0,0,normal,none
1.05581,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,75,143,0,0,0,0,0,0,normal,none
1.06241,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,205,4,200,50,0,0,0,0,normal,none
1.07509,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,75,143,0,0,0,0,0,0,normal,none
1.08222,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,205,4,200,50,0,0,0,0,normal,none
1.08982,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,51,33,102,25,150,15,0,0,normal,none
1.09628,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,75,143,0,0,0,0,0,0,normal,none
1.10085,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,213,122,0,0,0,0,0,0,normal,none
1.10194,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,3,5,200,50,0,0,0,0,normal,none
1.11622,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,103,143,0,0,0,0,0,0,normal,none
1.12156,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,3,5,200,50,0,0,0,0,normal,none
1.13661,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,103,143,0,0,0,0,0,0,normal,none
1.14139,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,3,5,200,50,0,0,0,0,normal,none
1.15629,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,98,143,0,0,0,0,0,0,normal,none
1.16229,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,57,5,200,50,0,0,0,0,normal,none
1.17566,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,98,143,0,0,0,0,0,0,normal,none
1.18177,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,57,5,200,50,0,0,0,0,normal,none
1.1907,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,50,33,102,25,145,15,0,0,normal,none
1.19552,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,98,143,0,0,0,0,0,0,normal,none
1.1956,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,133,19,0,0,0,0,0,normal,none
1.20235,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,111,5,200,50,0,0,0,0,normal,none
1.20343,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,114,125,0,0,0,0,0,0,normal,none
1.21618,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,237,143,0,0,0,0,0,0,normal,none
1.22134,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,111,5,200,50,0,0,0,0,normal,none
1.23587,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,237,143,0,0,0,0,0,0,normal,none
1.24114,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,111,5,200,50,0,0,0,0,normal,none
1.25534,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,73,143,0,0,0,0,0,0,normal,none
1.26124,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,161,5,237,49,0,0,0,0,normal,none
1.27544,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,73,143,0,0,0,0,0,0,normal,none
1.28159,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,161,5,237,49,0,0,0,0,normal,none
1.29007,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,50,33,103,25,156,15,0,0,normal,none
1.29574,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,73,143,0,0,0,0,0,0,normal,none
1.30202,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,214,5,129,50,0,0,0,0,normal,none
1.30405,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,59,124,0,0,0,0,0,0,normal,none
1.31672,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,35,143,0,0,0,0,0,0,normal,none
1.32249,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,214,5,129,50,0,0,0,0,normal,none
1.33693,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,35,143,0,0,0,0,0,0,normal,none
1.34228,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,214,5,129,50,0,0,0,0,normal,none
1.35732,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,232,144,0,0,0,0,0,0,normal,none
1.36201,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,11,6,159,50,0,0,0,0,normal,none
1.37775,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,232,144,0,0,0,0,0,0,normal,none
1.3821,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,50,33,103,25,157,15,0,0,normal,none
1.38252,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,11,6,159,50,0,0,0,0,normal,none
1.39706,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,232,144,0,0,0,0,0,0,normal,none
1.39974,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,134,19,0,0,0,0,0,normal,none
1.40241,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,63,6,70,50,0,0,0,0,normal,none
1.40879,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,133,124,0,0,0,0,0,0,normal,none
1.41648,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,152,144,0,0,0,0,0,0,normal,none
1.42164,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,63,6,70,50,0,0,0,0,normal,none
1.43583,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,152,144,0,0,0,0,0,0,normal,none
1.44096,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,63,6,70,50,0,0,0,0,normal,none
1.45503,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,172,143,0,0,0,0,0,0,normal,none
1.46041,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,112,6,204,49,0,0,0,0,normal,none
1.47551,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,172,143,0,0,0,0,0,0,normal,none
1.47869,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,50,33,104,25,153,15,0,0,normal,none
1.48071,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,112,6,204,49,0,0,0,0,normal,none
1.49568,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,172,143,0,0,0,0,0,0,normal,none
1.50079,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,166,6,200,50,0,0,0,0,normal,none
1.51192,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,233,122,0,0,0,0,0,0,normal,none
1.51573,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,125,144,0,0,0,0,0,0,normal,none
1.52121,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,166,6,200,50,0,0,0,0,normal,none
1.53418,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,125,144,0,0,0,0,0,0,normal,none
1.54095,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,166,6,200,50,0,0,0,0,normal,none
1.55541,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,144,0,0,0,0,0,0,normal,none
1.56104,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,220,6,200,50,0,0,0,0,normal,none
1.57487,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,144,0,0,0,0,0,0,normal,none
1.57831,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,49,33,104,25,154,15,0,0,normal,none
1.58142,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,220,6,200,50,0,0,0,0,normal,none
1.5961,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,190,144,0,0,0,0,0,0,normal,none
1.59996,672,0x2A0,CHG_Status,ChargingECU,Charging Controller,8,0,134,19,0,0,0,0,0,normal,none
1.60123,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,18,7,148,50,0,0,0,0,normal,none
1.6151,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,123,123,0,0,0,0,0,0,normal,none
1.61523,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,219,143,0,0,0,0,0,0,normal,none
1.62151,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,18,7,148,50,0,0,0,0,normal,none
1.63475,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,219,143,0,0,0,0,0,0,normal,none
1.64111,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,18,7,148,50,0,0,0,0,normal,none
1.65342,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,41,144,0,0,0,0,0,0,normal,none
1.66089,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,7,200,50,0,0,0,0,normal,none
1.67364,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,41,144,0,0,0,0,0,0,normal,none
1.67941,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,49,33,104,25,150,15,0,0,normal,none
1.68066,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,7,200,50,0,0,0,0,normal,none
1.69298,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,41,144,0,0,0,0,0,0,normal,none
1.69995,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,72,7,200,50,0,0,0,0,normal,none
1.71234,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,132,143,0,0,0,0,0,0,normal,none
1.71386,432,0x1B0,BMS_Current,BatteryECU,Battery Management (BMS),8,24,125,0,0,0,0,0,0,normal,none
1.72024,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,122,7,9,50,0,0,0,0,normal,none
1.73151,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,132,143,0,0,0,0,0,0,normal,none
1.73996,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,122,7,9,50,0,0,0,0,normal,none
1.75198,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,225,144,0,0,0,0,0,0,normal,none
1.75997,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,174,7,62,50,0,0,0,0,normal,none
1.77241,208,0x0D0,CHS_Steering,ChassisECU,Steering/ADAS ECU,8,225,144,0,0,0,0,0,0,normal,none
1.77404,416,0x1A0,BMS_State,BatteryECU,Battery Management (BMS),8,49,33,105,25,152,15,0,0,normal,none
1.78025,192,0x0C0,PWT_Speed,PowertrainECU,Powertrain ECU,8,174,7,62,50,0,0,0,0,normal,none
